Entity,Code,Day,people_vaccinated_per_hundred,145610-annotations
Afghanistan,AFG,2021-02-22,0,
Afghanistan,AFG,2021-02-28,0.02,
Afghanistan,AFG,2021-03-16,0.14,
Afghanistan,AFG,2021-04-07,0.31,
Afghanistan,AFG,2021-04-22,0.62,
Afghanistan,AFG,2021-05-11,1.15,
Afghanistan,AFG,2021-05-20,1.21,
Afghanistan,AFG,2021-05-24,1.22,
Afghanistan,AFG,2021-05-26,1.23,
Afghanistan,AFG,2021-05-27,1.23,
Afghanistan,AFG,2021-05-30,1.23,
Afghanistan,AFG,2021-06-02,1.24,
Afghanistan,AFG,2021-06-03,1.24,
Afghanistan,AFG,2021-06-08,1.24,
Afghanistan,AFG,2021-06-14,1.25,
Afghanistan,AFG,2021-06-22,1.5,
Afghanistan,AFG,2021-06-27,1.67,
Afghanistan,AFG,2021-06-30,1.8,
Afghanistan,AFG,2021-07-05,1.87,
Afghanistan,AFG,2021-07-07,1.89,
Afghanistan,AFG,2021-07-11,1.91,
Afghanistan,AFG,2021-07-29,1.96,
Africa,,2021-01-09,0,
Africa,,2021-01-13,0,
Africa,,2021-01-15,0,
Africa,,2021-01-16,0,
Africa,,2021-01-19,0,
Africa,,2021-01-20,0,
Africa,,2021-01-22,0,
Africa,,2021-01-23,0,
Africa,,2021-01-24,0,
Africa,,2021-01-25,0,
Africa,,2021-01-26,0,
Africa,,2021-01-27,0,
Africa,,2021-01-28,0,
Africa,,2021-01-29,0,
Africa,,2021-01-30,0,
Africa,,2021-01-31,0,
Africa,,2021-02-01,0,
Africa,,2021-02-02,0,
Africa,,2021-02-03,0,
Africa,,2021-02-04,0,
Africa,,2021-02-05,0,
Africa,,2021-02-06,0,
Africa,,2021-02-08,0,
Africa,,2021-02-09,0,
Africa,,2021-02-10,0,
Africa,,2021-02-11,0,
Africa,,2021-02-12,0,
Africa,,2021-02-13,0,
Africa,,2021-02-15,0,
Africa,,2021-02-16,0,
Africa,,2021-02-17,0,
Africa,,2021-02-18,0,
Africa,,2021-02-19,0.19,
Africa,,2021-02-20,0.19,
Africa,,2021-02-21,0.19,
Africa,,2021-02-22,0.2,
Africa,,2021-02-23,0.21,
Africa,,2021-02-24,0.23,
Africa,,2021-02-25,0.25,
Africa,,2021-02-26,0.27,
Africa,,2021-02-27,0.27,
Africa,,2021-02-28,0.28,
Africa,,2021-03-01,0.29,
Africa,,2021-03-02,0.29,
Africa,,2021-03-03,0.3,
Africa,,2021-03-04,0.31,
Africa,,2021-03-05,0.32,
Africa,,2021-03-06,0.33,
Africa,,2021-03-07,0.33,
Africa,,2021-03-08,0.35,
Africa,,2021-03-09,0.36,
Africa,,2021-03-10,0.37,
Africa,,2021-03-11,0.38,
Africa,,2021-03-12,0.38,
Africa,,2021-03-13,0.39,
Africa,,2021-03-14,0.4,
Africa,,2021-03-15,0.4,
Africa,,2021-03-16,0.41,
Africa,,2021-03-17,0.41,
Africa,,2021-03-18,0.42,
Africa,,2021-03-19,0.43,
Africa,,2021-03-20,0.43,
Africa,,2021-03-21,0.43,
Africa,,2021-03-22,0.43,
Africa,,2021-03-23,0.44,
Africa,,2021-03-24,0.49,
Africa,,2021-03-25,0.49,
Africa,,2021-03-26,0.5,
Africa,,2021-03-27,0.52,
Africa,,2021-03-28,0.54,
Africa,,2021-03-29,0.54,
Africa,,2021-03-30,0.55,
Africa,,2021-03-31,0.58,
Africa,,2021-04-01,0.59,
Africa,,2021-04-02,0.6,
Africa,,2021-04-03,0.6,
Africa,,2021-04-04,0.61,
Africa,,2021-04-05,0.61,
Africa,,2021-04-06,0.64,
Africa,,2021-04-07,0.66,
Africa,,2021-04-08,0.71,
Africa,,2021-04-09,0.72,
Africa,,2021-04-10,0.73,
Africa,,2021-04-11,0.74,
Africa,,2021-04-12,0.75,
Africa,,2021-04-13,0.76,
Africa,,2021-04-14,0.78,
Africa,,2021-04-15,0.79,
Africa,,2021-04-16,0.8,
Africa,,2021-04-17,0.83,
Africa,,2021-04-18,0.87,
Africa,,2021-04-19,0.88,
Africa,,2021-04-20,0.89,
Africa,,2021-04-21,0.91,
Africa,,2021-04-22,0.91,
Africa,,2021-04-23,0.93,
Africa,,2021-04-24,0.93,
Africa,,2021-04-25,0.93,
Africa,,2021-04-26,0.94,
Africa,,2021-04-27,0.95,
Africa,,2021-04-28,1.03,
Africa,,2021-04-29,1.03,
Africa,,2021-04-30,1.04,
Africa,,2021-05-01,1.05,
Africa,,2021-05-02,1.06,
Africa,,2021-05-03,1.07,
Africa,,2021-05-04,1.08,
Africa,,2021-05-05,1.1,
Africa,,2021-05-06,1.11,
Africa,,2021-05-07,1.15,
Africa,,2021-05-08,1.16,
Africa,,2021-05-09,1.2,
Africa,,2021-05-10,1.23,
Africa,,2021-05-11,1.26,
Africa,,2021-05-12,1.33,
Africa,,2021-05-13,1.34,
Africa,,2021-05-14,1.35,
Africa,,2021-05-15,1.37,
Africa,,2021-05-16,1.38,
Africa,,2021-05-17,1.41,
Africa,,2021-05-18,1.46,
Africa,,2021-05-19,1.49,
Africa,,2021-05-20,1.52,
Africa,,2021-05-21,1.55,
Africa,,2021-05-22,1.61,
Africa,,2021-05-23,1.62,
Africa,,2021-05-24,1.66,
Africa,,2021-05-25,1.7,
Africa,,2021-05-26,1.72,
Africa,,2021-05-27,1.73,
Africa,,2021-05-28,1.74,
Africa,,2021-05-29,1.78,
Africa,,2021-05-30,1.8,
Africa,,2021-05-31,1.87,
Africa,,2021-06-01,1.91,
Africa,,2021-06-02,1.93,
Africa,,2021-06-03,1.96,
Africa,,2021-06-04,1.97,
Africa,,2021-06-05,1.98,
Africa,,2021-06-06,1.98,
Africa,,2021-06-07,2.01,
Africa,,2021-06-08,2.05,
Africa,,2021-06-09,2.09,
Africa,,2021-06-10,2.11,
Africa,,2021-06-11,2.12,
Africa,,2021-06-12,2.14,
Africa,,2021-06-13,2.14,
Africa,,2021-06-14,2.17,
Africa,,2021-06-15,2.19,
Africa,,2021-06-16,2.2,
Africa,,2021-06-17,2.21,
Africa,,2021-06-18,2.22,
Africa,,2021-06-19,2.23,
Africa,,2021-06-20,2.27,
Africa,,2021-06-21,2.29,
Africa,,2021-06-22,2.3,
Africa,,2021-06-23,2.33,
Africa,,2021-06-24,2.39,
Africa,,2021-06-25,2.4,
Africa,,2021-06-26,2.41,
Africa,,2021-06-27,2.42,
Africa,,2021-06-28,2.46,
Africa,,2021-06-29,2.47,
Africa,,2021-06-30,2.49,
Africa,,2021-07-01,2.52,
Africa,,2021-07-02,2.52,
Africa,,2021-07-03,2.54,
Africa,,2021-07-04,2.56,
Africa,,2021-07-05,2.61,
Africa,,2021-07-06,2.64,
Africa,,2021-07-07,2.65,
Africa,,2021-07-08,2.66,
Africa,,2021-07-09,2.68,
Africa,,2021-07-10,2.68,
Africa,,2021-07-11,2.69,
Africa,,2021-07-12,2.74,
Africa,,2021-07-13,2.77,
Africa,,2021-07-14,2.78,
Africa,,2021-07-15,2.84,
Africa,,2021-07-16,2.85,
Africa,,2021-07-17,2.86,
Africa,,2021-07-18,2.88,
Africa,,2021-07-19,2.93,
Africa,,2021-07-20,2.95,
Africa,,2021-07-21,2.96,
Africa,,2021-07-22,3.01,
Africa,,2021-07-23,3.03,
Africa,,2021-07-24,3.05,
Africa,,2021-07-25,3.07,
Africa,,2021-07-26,3.11,
Africa,,2021-07-27,3.17,
Africa,,2021-07-28,3.21,
Africa,,2021-07-29,3.52,
Africa,,2021-07-30,3.55,
Africa,,2021-07-31,3.56,
Africa,,2021-08-01,3.56,
Albania,ALB,2021-01-10,0,
Albania,ALB,2021-01-12,0,
Albania,ALB,2021-01-13,0.01,
Albania,ALB,2021-01-14,0.01,
Albania,ALB,2021-01-15,0.01,
Albania,ALB,2021-01-16,0.01,
Albania,ALB,2021-01-17,0.01,
Albania,ALB,2021-01-18,0.02,
Albania,ALB,2021-01-19,0.02,
Albania,ALB,2021-01-20,0.02,
Albania,ALB,2021-01-21,0.02,
Albania,ALB,2021-02-02,0.02,
Albania,ALB,2021-02-09,0.02,
Albania,ALB,2021-02-17,0.04,
Albania,ALB,2021-02-18,0.08,
Albania,ALB,2021-02-22,0.21,
Albania,ALB,2021-05-11,15.32,
Albania,ALB,2021-05-12,15.45,
Albania,ALB,2021-05-13,15.48,
Albania,ALB,2021-05-14,15.59,
Albania,ALB,2021-05-17,15.88,
Albania,ALB,2021-05-18,15.99,
Albania,ALB,2021-05-19,16.1,
Albania,ALB,2021-05-20,16.2,
Albania,ALB,2021-05-21,16.3,
Albania,ALB,2021-05-23,16.43,
Albania,ALB,2021-05-24,16.51,
Albania,ALB,2021-05-26,16.67,
Albania,ALB,2021-05-27,16.74,
Albania,ALB,2021-05-30,16.86,
Albania,ALB,2021-05-31,16.89,
Albania,ALB,2021-06-01,16.93,
Albania,ALB,2021-06-03,17.03,
Albania,ALB,2021-06-06,17.11,
Albania,ALB,2021-06-07,17.14,
Albania,ALB,2021-06-08,17.18,
Albania,ALB,2021-06-09,17.24,
Albania,ALB,2021-06-10,17.32,
Albania,ALB,2021-06-11,17.43,
Albania,ALB,2021-06-12,17.5,
Albania,ALB,2021-06-13,17.52,
Albania,ALB,2021-06-14,17.64,
Albania,ALB,2021-06-15,17.65,
Albania,ALB,2021-06-16,17.7,
Albania,ALB,2021-06-17,17.76,
Albania,ALB,2021-06-20,17.93,
Albania,ALB,2021-06-21,18.06,
Albania,ALB,2021-06-22,18.27,
Albania,ALB,2021-06-23,18.49,
Albania,ALB,2021-06-24,18.66,
Albania,ALB,2021-06-28,19.02,
Albania,ALB,2021-06-29,19.33,
Albania,ALB,2021-06-30,19.62,
Albania,ALB,2021-07-01,19.71,
Albania,ALB,2021-07-02,19.78,
Albania,ALB,2021-07-04,19.87,
Albania,ALB,2021-07-05,19.95,
Albania,ALB,2021-07-06,20.05,
Albania,ALB,2021-07-07,20.14,
Albania,ALB,2021-07-08,20.23,
Albania,ALB,2021-07-09,20.32,
Albania,ALB,2021-07-10,20.41,
Albania,ALB,2021-07-11,20.43,
Albania,ALB,2021-07-12,20.52,
Albania,ALB,2021-07-13,20.59,
Albania,ALB,2021-07-14,20.66,
Albania,ALB,2021-07-15,20.74,
Albania,ALB,2021-07-16,20.83,
Albania,ALB,2021-07-17,20.91,
Albania,ALB,2021-07-18,20.93,
Albania,ALB,2021-07-20,21.18,
Albania,ALB,2021-07-21,21.43,
Albania,ALB,2021-07-22,21.7,
Albania,ALB,2021-07-25,22.24,
Albania,ALB,2021-07-29,22.96,
Albania,ALB,2021-07-30,23.13,
Albania,ALB,2021-07-31,23.29,
Algeria,DZA,2021-01-29,0,
Algeria,DZA,2021-01-30,0,
Algeria,DZA,2021-02-19,0.17,
Algeria,DZA,2021-07-29,7.8,
Andorra,AND,2021-01-25,0.75,
Andorra,AND,2021-02-01,1.34,
Andorra,AND,2021-02-10,1.67,
Andorra,AND,2021-02-12,2.1,
Andorra,AND,2021-02-19,2.77,
Andorra,AND,2021-02-24,3.09,
Andorra,AND,2021-03-08,3.16,
Andorra,AND,2021-03-10,4.72,
Andorra,AND,2021-03-15,9.19,
Andorra,AND,2021-04-05,12.66,
Andorra,AND,2021-04-19,28.13,
Andorra,AND,2021-04-26,30.83,
Andorra,AND,2021-05-03,31.3,
Andorra,AND,2021-05-10,34.86,
Andorra,AND,2021-05-17,35.74,
Andorra,AND,2021-05-31,35.74,
Andorra,AND,2021-06-07,39.52,
Andorra,AND,2021-06-14,44.84,
Andorra,AND,2021-06-21,50.04,
Andorra,AND,2021-06-28,53.99,
Andorra,AND,2021-07-12,55.66,
Andorra,AND,2021-07-19,62.7,
Angola,AGO,2021-03-01,0,
Angola,AGO,2021-03-08,0.02,
Angola,AGO,2021-03-18,0.15,
Angola,AGO,2021-03-24,0.26,
Angola,AGO,2021-03-29,0.4,
Angola,AGO,2021-04-06,0.55,
Angola,AGO,2021-04-11,0.75,
Angola,AGO,2021-04-19,1.2,
Angola,AGO,2021-04-23,1.39,
Angola,AGO,2021-05-12,1.78,
Angola,AGO,2021-05-18,1.84,
Angola,AGO,2021-05-21,1.92,
Angola,AGO,2021-05-26,2.02,
Angola,AGO,2021-05-31,2.07,
Angola,AGO,2021-06-08,2.25,
Angola,AGO,2021-06-10,2.36,
Angola,AGO,2021-06-15,2.5,
Angola,AGO,2021-06-20,2.64,
Angola,AGO,2021-06-24,2.77,
Angola,AGO,2021-06-28,2.87,
Angola,AGO,2021-07-05,2.9,
Angola,AGO,2021-07-12,2.92,
Angola,AGO,2021-07-19,2.92,
Anguilla,AIA,2021-02-04,0,
Anguilla,AIA,2021-02-13,8.94,
Anguilla,AIA,2021-02-14,18.41,
Anguilla,AIA,2021-02-26,26.19,
Anguilla,AIA,2021-03-09,31.33,
Anguilla,AIA,2021-03-13,33.33,
Anguilla,AIA,2021-03-19,35.65,
Anguilla,AIA,2021-04-12,38.89,
Anguilla,AIA,2021-04-22,40.76,
Anguilla,AIA,2021-05-17,58.73,
Anguilla,AIA,2021-05-28,60.02,
Anguilla,AIA,2021-06-04,60.29,
Anguilla,AIA,2021-06-11,60.79,
Anguilla,AIA,2021-06-18,61.21,
Anguilla,AIA,2021-06-25,61.75,
Anguilla,AIA,2021-07-02,61.99,
Anguilla,AIA,2021-07-09,62.13,
Anguilla,AIA,2021-07-16,62.41,
Anguilla,AIA,2021-07-23,62.64,
Antigua and Barbuda,ATG,2021-02-16,0,
Antigua and Barbuda,ATG,2021-03-15,24.68,
Antigua and Barbuda,ATG,2021-03-19,26.22,
Antigua and Barbuda,ATG,2021-03-25,26.98,
Antigua and Barbuda,ATG,2021-03-31,27.4,
Antigua and Barbuda,ATG,2021-04-03,27.6,
Antigua and Barbuda,ATG,2021-04-14,28.18,
Antigua and Barbuda,ATG,2021-04-16,29.02,
Antigua and Barbuda,ATG,2021-04-17,29.24,
Antigua and Barbuda,ATG,2021-04-22,30.38,
Antigua and Barbuda,ATG,2021-05-07,31.74,
Antigua and Barbuda,ATG,2021-05-11,31.92,
Antigua and Barbuda,ATG,2021-05-17,32.53,
Antigua and Barbuda,ATG,2021-05-21,33.16,
Antigua and Barbuda,ATG,2021-05-25,33.45,
Antigua and Barbuda,ATG,2021-05-26,33.57,
Antigua and Barbuda,ATG,2021-05-27,33.72,
Antigua and Barbuda,ATG,2021-05-29,33.92,
Antigua and Barbuda,ATG,2021-05-31,34.17,
Antigua and Barbuda,ATG,2021-06-03,34.34,
Antigua and Barbuda,ATG,2021-06-06,34.81,
Antigua and Barbuda,ATG,2021-06-07,35.1,
Antigua and Barbuda,ATG,2021-06-09,35.38,
Antigua and Barbuda,ATG,2021-06-12,35.62,
Antigua and Barbuda,ATG,2021-06-15,36,
Antigua and Barbuda,ATG,2021-06-17,36.36,
Antigua and Barbuda,ATG,2021-06-20,36.52,
Antigua and Barbuda,ATG,2021-06-29,37.2,
Antigua and Barbuda,ATG,2021-07-01,37.36,
Antigua and Barbuda,ATG,2021-07-04,37.47,
Antigua and Barbuda,ATG,2021-07-06,37.53,
Antigua and Barbuda,ATG,2021-07-08,37.61,
Antigua and Barbuda,ATG,2021-07-09,37.69,
Antigua and Barbuda,ATG,2021-07-13,37.83,
Antigua and Barbuda,ATG,2021-07-15,37.88,
Antigua and Barbuda,ATG,2021-07-18,38.11,
Antigua and Barbuda,ATG,2021-07-20,38.24,
Antigua and Barbuda,ATG,2021-07-21,38.29,
Antigua and Barbuda,ATG,2021-07-22,38.35,
Antigua and Barbuda,ATG,2021-07-25,38.64,
Antigua and Barbuda,ATG,2021-07-28,38.87,
Antigua and Barbuda,ATG,2021-07-29,38.95,
Argentina,ARG,2021-01-20,0.54,
Argentina,ARG,2021-01-21,0.55,
Argentina,ARG,2021-01-22,0.56,
Argentina,ARG,2021-01-23,0.57,
Argentina,ARG,2021-01-24,0.58,
Argentina,ARG,2021-01-25,0.58,
Argentina,ARG,2021-01-26,0.59,
Argentina,ARG,2021-01-27,0.6,
Argentina,ARG,2021-01-28,0.61,
Argentina,ARG,2021-01-29,0.62,
Argentina,ARG,2021-01-30,0.62,
Argentina,ARG,2021-02-01,0.62,
Argentina,ARG,2021-02-03,0.63,
Argentina,ARG,2021-02-04,0.66,
Argentina,ARG,2021-02-06,0.68,
Argentina,ARG,2021-02-07,0.71,
Argentina,ARG,2021-02-08,0.71,
Argentina,ARG,2021-02-09,0.71,
Argentina,ARG,2021-02-10,0.75,
Argentina,ARG,2021-02-11,0.8,
Argentina,ARG,2021-02-12,0.81,
Argentina,ARG,2021-02-13,0.82,
Argentina,ARG,2021-02-14,0.82,
Argentina,ARG,2021-02-15,0.82,
Argentina,ARG,2021-02-16,0.83,
Argentina,ARG,2021-02-17,0.83,
Argentina,ARG,2021-02-18,0.87,
Argentina,ARG,2021-02-19,0.92,
Argentina,ARG,2021-02-20,0.99,
Argentina,ARG,2021-02-21,1.01,
Argentina,ARG,2021-02-22,1.02,
Argentina,ARG,2021-02-23,1.07,
Argentina,ARG,2021-02-24,1.14,
Argentina,ARG,2021-02-25,1.24,
Argentina,ARG,2021-02-26,1.37,
Argentina,ARG,2021-02-27,1.54,
Argentina,ARG,2021-02-28,1.62,
Argentina,ARG,2021-03-01,1.67,
Argentina,ARG,2021-03-02,1.82,
Argentina,ARG,2021-03-03,1.94,
Argentina,ARG,2021-03-04,2.08,
Argentina,ARG,2021-03-05,2.28,
Argentina,ARG,2021-03-07,2.62,
Argentina,ARG,2021-03-08,2.66,
Argentina,ARG,2021-03-09,2.88,
Argentina,ARG,2021-03-10,3.15,
Argentina,ARG,2021-03-11,3.46,
Argentina,ARG,2021-03-12,3.8,
Argentina,ARG,2021-03-13,4.15,
Argentina,ARG,2021-03-14,4.28,
Argentina,ARG,2021-03-15,4.32,
Argentina,ARG,2021-03-16,4.57,
Argentina,ARG,2021-03-17,4.8,
Argentina,ARG,2021-03-18,5.07,
Argentina,ARG,2021-03-19,5.27,
Argentina,ARG,2021-03-20,5.47,
Argentina,ARG,2021-03-21,5.56,
Argentina,ARG,2021-03-22,5.61,
Argentina,ARG,2021-03-23,5.79,
Argentina,ARG,2021-03-24,5.96,
Argentina,ARG,2021-03-25,6.04,
Argentina,ARG,2021-03-26,6.25,
Argentina,ARG,2021-03-27,6.44,
Argentina,ARG,2021-03-28,6.55,
Argentina,ARG,2021-03-29,6.59,
Argentina,ARG,2021-03-30,6.8,
Argentina,ARG,2021-03-31,7.11,
Argentina,ARG,2021-04-01,7.4,
Argentina,ARG,2021-04-02,7.61,
Argentina,ARG,2021-04-03,7.73,
Argentina,ARG,2021-04-04,7.86,
Argentina,ARG,2021-04-05,7.91,
Argentina,ARG,2021-04-06,8.21,
Argentina,ARG,2021-04-07,8.56,
Argentina,ARG,2021-04-08,8.99,
Argentina,ARG,2021-04-09,9.39,
Argentina,ARG,2021-04-10,9.91,
Argentina,ARG,2021-04-11,10.15,
Argentina,ARG,2021-04-12,10.31,
Argentina,ARG,2021-04-13,10.7,
Argentina,ARG,2021-04-14,11.06,
Argentina,ARG,2021-04-15,11.42,
Argentina,ARG,2021-04-16,11.74,
Argentina,ARG,2021-04-17,12.02,
Argentina,ARG,2021-04-18,12.15,
Argentina,ARG,2021-04-19,12.25,
Argentina,ARG,2021-04-20,12.44,
Argentina,ARG,2021-04-21,12.66,
Argentina,ARG,2021-04-22,12.95,
Argentina,ARG,2021-04-23,13.18,
Argentina,ARG,2021-04-24,13.61,
Argentina,ARG,2021-04-25,13.86,
Argentina,ARG,2021-04-26,14.03,
Argentina,ARG,2021-04-27,14.4,
Argentina,ARG,2021-04-28,14.76,
Argentina,ARG,2021-04-29,15.06,
Argentina,ARG,2021-04-30,15.33,
Argentina,ARG,2021-05-01,15.49,
Argentina,ARG,2021-05-02,15.54,
Argentina,ARG,2021-05-03,15.6,
Argentina,ARG,2021-05-04,15.82,
Argentina,ARG,2021-05-05,16.07,
Argentina,ARG,2021-05-06,16.37,
Argentina,ARG,2021-05-07,16.72,
Argentina,ARG,2021-05-08,16.95,
Argentina,ARG,2021-05-09,17.01,
Argentina,ARG,2021-05-10,17.08,
Argentina,ARG,2021-05-11,17.24,
Argentina,ARG,2021-05-12,17.41,
Argentina,ARG,2021-05-13,17.51,
Argentina,ARG,2021-05-14,17.6,
Argentina,ARG,2021-05-15,17.68,
Argentina,ARG,2021-05-16,17.75,
Argentina,ARG,2021-05-17,17.81,
Argentina,ARG,2021-05-18,18.01,
Argentina,ARG,2021-05-19,18.32,
Argentina,ARG,2021-05-20,18.58,
Argentina,ARG,2021-05-21,18.88,
Argentina,ARG,2021-05-22,19.11,
Argentina,ARG,2021-05-23,19.25,
Argentina,ARG,2021-05-24,19.33,
Argentina,ARG,2021-05-25,19.49,
Argentina,ARG,2021-05-26,19.64,
Argentina,ARG,2021-05-27,19.89,
Argentina,ARG,2021-05-28,20.1,
Argentina,ARG,2021-05-29,20.38,
Argentina,ARG,2021-05-30,20.71,
Argentina,ARG,2021-05-31,20.97,
Argentina,ARG,2021-06-01,21.39,
Argentina,ARG,2021-06-02,21.96,
Argentina,ARG,2021-06-03,22.48,
Argentina,ARG,2021-06-04,23.05,
Argentina,ARG,2021-06-05,23.75,
Argentina,ARG,2021-06-06,24.5,
Argentina,ARG,2021-06-07,24.98,
Argentina,ARG,2021-06-08,25.62,
Argentina,ARG,2021-06-09,26.3,
Argentina,ARG,2021-06-10,27,
Argentina,ARG,2021-06-11,27.78,
Argentina,ARG,2021-06-12,28.5,
Argentina,ARG,2021-06-13,28.74,
Argentina,ARG,2021-06-14,28.86,
Argentina,ARG,2021-06-15,29.26,
Argentina,ARG,2021-06-16,29.63,
Argentina,ARG,2021-06-17,30.11,
Argentina,ARG,2021-06-18,30.65,
Argentina,ARG,2021-06-19,31.36,
Argentina,ARG,2021-06-20,31.86,
Argentina,ARG,2021-06-21,32.09,
Argentina,ARG,2021-06-22,32.44,
Argentina,ARG,2021-06-23,32.94,
Argentina,ARG,2021-06-24,33.47,
Argentina,ARG,2021-06-25,34.02,
Argentina,ARG,2021-06-26,34.55,
Argentina,ARG,2021-06-27,35.03,
Argentina,ARG,2021-06-28,35.39,
Argentina,ARG,2021-06-29,35.91,
Argentina,ARG,2021-06-30,36.52,
Argentina,ARG,2021-07-01,37.22,
Argentina,ARG,2021-07-02,37.85,
Argentina,ARG,2021-07-03,38.68,
Argentina,ARG,2021-07-04,39.38,
Argentina,ARG,2021-07-05,39.85,
Argentina,ARG,2021-07-06,40.37,
Argentina,ARG,2021-07-07,41.1,
Argentina,ARG,2021-07-08,41.75,
Argentina,ARG,2021-07-09,42.4,
Argentina,ARG,2021-07-10,43.16,
Argentina,ARG,2021-07-11,43.35,
Argentina,ARG,2021-07-12,43.86,
Argentina,ARG,2021-07-13,44.65,
Argentina,ARG,2021-07-14,45.59,
Argentina,ARG,2021-07-15,46.43,
Argentina,ARG,2021-07-16,47.17,
Argentina,ARG,2021-07-17,47.89,
Argentina,ARG,2021-07-18,48.32,
Argentina,ARG,2021-07-19,48.74,
Argentina,ARG,2021-07-20,49.43,
Argentina,ARG,2021-07-21,49.95,
Argentina,ARG,2021-07-22,50.62,
Argentina,ARG,2021-07-23,51.35,
Argentina,ARG,2021-07-24,51.98,
Argentina,ARG,2021-07-25,52.47,
Argentina,ARG,2021-07-26,52.79,
Argentina,ARG,2021-07-27,53.32,
Argentina,ARG,2021-07-28,53.77,
Argentina,ARG,2021-07-29,54.3,
Argentina,ARG,2021-07-30,54.77,
Argentina,ARG,2021-07-31,55.24,
Argentina,ARG,2021-08-01,55.52,
Armenia,ARM,2021-03-31,0.02,
Armenia,ARM,2021-05-09,0.36,
Armenia,ARM,2021-05-16,0.65,
Armenia,ARM,2021-05-23,0.9,
Armenia,ARM,2021-05-30,1.13,
Armenia,ARM,2021-06-06,1.57,
Armenia,ARM,2021-06-20,1.77,
Armenia,ARM,2021-06-27,1.97,
Armenia,ARM,2021-07-11,2.61,
Armenia,ARM,2021-07-18,3.19,
Armenia,ARM,2021-07-25,3.67,
Armenia,ARM,2021-08-01,4.06,
Aruba,ABW,2021-03-29,14.61,
Aruba,ABW,2021-04-10,27.35,
Aruba,ABW,2021-04-12,29.17,
Aruba,ABW,2021-04-13,31.44,
Aruba,ABW,2021-04-14,33.77,
Aruba,ABW,2021-04-15,35.57,
Aruba,ABW,2021-04-16,37.43,
Aruba,ABW,2021-04-17,39.12,
Aruba,ABW,2021-04-18,39.19,
Aruba,ABW,2021-04-19,40.52,
Aruba,ABW,2021-04-20,41.16,
Aruba,ABW,2021-04-21,41.61,
Aruba,ABW,2021-04-22,42.24,
Aruba,ABW,2021-04-23,45.02,
Aruba,ABW,2021-04-24,46.22,
Aruba,ABW,2021-04-25,49.79,
Aruba,ABW,2021-04-26,49.87,
Aruba,ABW,2021-04-28,50.4,
Aruba,ABW,2021-04-29,50.67,
Aruba,ABW,2021-04-30,50.86,
Aruba,ABW,2021-05-03,51.15,
Aruba,ABW,2021-05-04,51.66,
Aruba,ABW,2021-05-05,51.85,
Aruba,ABW,2021-05-06,51.86,
Aruba,ABW,2021-05-07,52.1,
Aruba,ABW,2021-05-08,52.21,
Aruba,ABW,2021-05-10,52.46,
Aruba,ABW,2021-05-11,52.72,
Aruba,ABW,2021-05-12,53.01,
Aruba,ABW,2021-05-13,53.32,
Aruba,ABW,2021-05-14,53.68,
Aruba,ABW,2021-05-15,53.84,
Aruba,ABW,2021-05-17,54.26,
Aruba,ABW,2021-05-18,54.65,
Aruba,ABW,2021-05-19,54.96,
Aruba,ABW,2021-05-20,55.22,
Aruba,ABW,2021-05-21,55.58,
Aruba,ABW,2021-05-22,56.2,
Aruba,ABW,2021-05-23,57.36,
Aruba,ABW,2021-05-24,57.65,
Aruba,ABW,2021-05-25,58.2,
Aruba,ABW,2021-05-26,58.3,
Aruba,ABW,2021-05-27,58.54,
Aruba,ABW,2021-05-28,58.72,
Aruba,ABW,2021-05-29,58.93,
Aruba,ABW,2021-05-31,59.11,
Aruba,ABW,2021-06-01,59.27,
Aruba,ABW,2021-06-02,59.43,
Aruba,ABW,2021-06-03,59.95,
Aruba,ABW,2021-06-04,59.95,
Aruba,ABW,2021-06-06,59.95,
Aruba,ABW,2021-06-07,60.12,
Aruba,ABW,2021-06-08,60.39,
Aruba,ABW,2021-06-09,60.66,
Aruba,ABW,2021-06-10,60.9,
Aruba,ABW,2021-06-11,61.1,
Aruba,ABW,2021-06-12,61.86,
Aruba,ABW,2021-06-14,61.99,
Aruba,ABW,2021-06-15,62.13,
Aruba,ABW,2021-06-16,62.25,
Aruba,ABW,2021-06-17,62.39,
Aruba,ABW,2021-06-18,62.54,
Aruba,ABW,2021-06-20,62.63,
Aruba,ABW,2021-06-21,62.75,
Aruba,ABW,2021-06-22,62.76,
Aruba,ABW,2021-06-23,62.87,
Aruba,ABW,2021-06-24,63.01,
Aruba,ABW,2021-06-27,63.01,
Aruba,ABW,2021-06-28,63.18,
Aruba,ABW,2021-06-29,63.33,
Aruba,ABW,2021-06-30,63.53,
Aruba,ABW,2021-07-01,63.59,
Aruba,ABW,2021-07-02,63.77,
Aruba,ABW,2021-07-05,63.92,
Aruba,ABW,2021-07-06,64.14,
Aruba,ABW,2021-07-07,64.31,
Aruba,ABW,2021-07-08,64.49,
Aruba,ABW,2021-07-09,64.66,
Aruba,ABW,2021-07-10,65.73,
Aruba,ABW,2021-07-12,65.89,
Aruba,ABW,2021-07-13,66.07,
Aruba,ABW,2021-07-14,66.27,
Aruba,ABW,2021-07-15,66.52,
Aruba,ABW,2021-07-16,66.53,
Aruba,ABW,2021-07-19,66.88,
Aruba,ABW,2021-07-20,66.89,
Aruba,ABW,2021-07-21,67.11,
Aruba,ABW,2021-07-22,67.34,
Aruba,ABW,2021-07-23,67.36,
Aruba,ABW,2021-07-26,67.58,
